sample_id,Al_pct,Mg_pct,Si_pct,Cu_pct,Zn_pct,Fe_pct,aging_temp_C,aging_time_hr,cooling_rate_Cps,grain_size_um,tensile_strength_MPa,elongation_pct,hardness_HV
1027,94.54,2.47,0.49,0.04,2.98,0.402,135.8,11.99,40.18,66.3,334.9,18.84,108.9
1028,94.17,1.8,0.18,0.45,4.65,0.486,179.8,23.12,1.1,65.6,379.5,18.46,131.5
1029,97.71,1.2,0.74,0.96,2.29,0.285,128.0,21.69,2.4,10.2,342.7,16.91,103.0
1030,95.78,1.47,0.9,0.07,1.67,0.365,120.0,19.68,2.92,,270.1,18.97,88.0
1031,96.46,2.07,0.33,0.77,3.0,0.146,141.0,11.0,49.78,59.6,366.1,20.47,126.5
1032,94.56,1.85,1.43,0.8,1.65,0.399,185.4,19.25,31.56,50.7,358.7,17.84,119.3
1033,95.25,2.64,0.25,1.77,0.81,0.148,211.4,18.13,9.46,35.9,389.1,18.09,126.9
1034,95.67,2.26,0.7,1.92,3.05,0.098,125.7,12.91,41.23,55.9,393.2,19.03,128.0
1035,94.91,0.64,0.88,0.58,2.82,0.071,158.9,20.62,37.22,13.0,357.8,19.7,104.0
1036,95.58,1.8,0.17,1.88,0.42,0.06,180.4,14.84,29.12,65.2,329.1,17.22,98.3
1037,94.46,1.77,0.99,1.34,0.84,0.082,135.7,4.8,45.56,62.4,319.9,19.02,103.5
1038,97.99,1.04,0.2,1.02,3.24,0.286,171.6,8.03,49.88,63.6,323.5,14.93,102.8
1039,96.82,2.02,0.65,0.83,4.81,0.55,168.1,19.05,1.99,32.9,397.0,19.59,125.4
1040,96.13,2.96,1.19,1.62,0.65,0.389,148.3,6.01,21.23,47.7,376.7,17.78,114.0
1041,94.58,1.6,1.21,0.78,4.12,0.246,180.6,23.04,17.12,74.9,390.4,18.75,138.0
1042,98.1,2.06,1.03,1.46,1.06,0.067,156.5,14.08,7.84,53.1,848.75,19.46,101.6
1043,94.39,0.58,0.5,0.16,3.03,0.064,189.0,14.73,36.32,14.9,352.8,20.55,104.8
1044,98.16,0.54,0.9,1.72,4.54,0.523,164.7,15.66,29.79,70.8,367.9,18.98,115.7
1045,97.19,1.18,1.31,0.77,3.42,0.163,148.4,13.31,15.6,26.3,345.8,17.17,120.6
1046,95.4,0.23,0.97,1.1,1.57,0.181,200.6,23.9,15.97,11.4,358.7,19.1,119.4
1047,96.3,2.37,1.27,0.96,4.48,0.114,130.7,9.49,11.05,49.3,363.3,18.93,114.4
1048,96.56,1.12,1.35,0.08,4.86,0.375,159.8,3.32,30.36,,345.1,18.22,109.6
1049,94.47,0.86,1.25,0.43,4.88,0.434,185.0,20.64,13.39,54.5,358.6,17.79,114.2
1050,94.45,1.21,0.9,0.5,3.13,0.471,217.6,8.41,47.76,21.3,361.3,18.68,115.6
1051,96.45,2.23,1.43,1.38,3.37,0.085,174.4,11.09,38.65,11.1,455.0,15.63,146.7
1052,94.41,0.26,0.59,0.47,0.26,0.07,163.2,3.15,28.95,12.4,268.4,23.34,84.1
1053,95.6,2.66,0.45,0.07,4.74,0.076,151.3,6.47,44.42,15.6,419.5,14.83,140.9
1054,95.12,0.75,0.83,1.36,3.78,0.562,155.3,12.47,8.48,74.7,339.0,18.96,112.6
1055,97.12,0.72,1.09,0.18,2.26,0.16,217.4,17.58,17.02,56.7,293.5,22.27,95.0
1056,98.05,2.15,1.29,0.81,4.79,0.45,212.2,20.24,31.02,39.1,409.7,17.59,135.1
1057,95.29,2.33,0.72,1.52,0.9,0.435,148.5,5.95,19.44,14.7,379.7,20.57,119.5
1058,98.95,2.14,1.1,0.17,1.66,0.098,139.2,21.71,23.07,50.6,327.3,19.48,108.6
1059,97.29,1.09,1.2,0.7,3.33,0.489,139.6,23.91,32.18,57.7,320.6,21.02,104.4
1060,98.81,0.92,1.02,1.81,1.71,0.307,214.4,14.89,1.46,51.7,343.5,19.49,107.5
1061,96.93,1.35,1.35,0.84,3.78,0.302,170.8,9.21,38.08,18.5,377.6,18.44,114.3
1062,94.33,1.93,0.19,1.34,3.23,0.505,137.8,16.46,47.83,21.2,373.7,16.99,124.1
1063,98.95,2.02,1.33,1.22,4.61,0.518,156.7,11.07,26.56,11.7,425.5,18.19,139.2
1064,94.07,2.43,0.63,0.52,4.92,0.226,164.1,22.76,15.6,72.6,402.3,19.82,120.1
1065,95.75,2.52,1.19,1.32,4.49,0.136,126.2,13.94,29.08,32.0,408.7,19.72,132.8
1066,98.36,2.0,1.4,0.62,4.58,0.436,218.9,7.55,25.44,10.8,425.3,19.74,145.4
1067,94.62,1.3,0.45,0.81,0.57,0.177,131.4,22.63,35.57,58.2,311.8,19.06,93.4
1068,96.7,0.97,0.62,1.66,4.76,0.312,158.8,9.42,1.28,69.5,342.6,19.43,109.4
1069,98.75,0.4,0.66,1.26,2.44,0.456,122.6,4.33,14.98,69.2,258.2,25.0,78.9
1070,98.7,2.55,1.09,0.1,2.37,0.57,172.9,6.62,33.68,54.7,347.9,19.61,103.0
1071,98.37,2.37,0.49,1.02,2.28,0.569,128.6,17.04,24.05,73.3,342.2,21.16,120.0
1072,94.17,0.52,0.12,1.72,2.48,0.461,193.3,13.38,9.47,28.2,327.2,19.83,105.4
1073,94.93,2.94,0.19,0.4,1.5,0.071,139.1,17.11,10.49,18.3,379.9,18.9,116.9
1074,95.36,2.69,1.15,1.18,3.41,0.311,126.4,6.65,21.96,58.1,369.8,17.34,106.1
1075,94.7,3.0,0.72,1.08,4.17,0.051,209.4,5.72,22.34,50.5,431.7,16.05,139.9
1076,97.96,1.5,1.4,0.82,1.5,0.594,206.1,3.85,9.68,,344.1,17.72,109.1
1077,95.39,0.31,0.19,1.77,4.23,0.57,214.1,4.11,46.71,80.0,334.7,20.4,95.8
1078,97.54,2.99,0.74,1.94,4.3,0.189,199.5,10.36,37.12,49.7,446.3,17.21,136.7
1079,95.44,1.63,0.34,1.39,2.94,0.151,189.6,9.92,5.86,52.2,355.1,17.62,116.1
1080,94.79,2.73,0.48,0.02,1.54,0.335,148.2,4.35,9.95,55.9,336.0,21.21,111.4
1081,97.84,0.57,1.09,1.19,4.83,0.091,128.8,15.41,2.93,17.4,347.2,20.82,109.1
1082,96.6,2.33,0.62,1.46,2.25,0.129,150.3,7.41,43.04,18.3,381.5,19.82,126.6
1083,97.11,1.26,1.18,1.08,2.11,0.449,141.3,12.37,41.72,59.9,318.1,19.01,88.6
1084,96.98,0.98,1.17,0.82,3.13,0.462,143.6,17.3,48.85,14.6,374.0,22.41,122.4
1085,95.59,2.64,0.52,1.87,2.99,0.052,168.2,5.45,35.99,29.4,413.7,20.65,128.4
1086,97.41,0.62,0.96,1.57,2.32,0.547,169.2,17.78,16.16,30.1,825.75,18.86,104.3
1087,97.9,0.5,0.38,0.28,4.76,0.18,122.8,23.03,36.64,56.9,300.3,21.46,100.0
1088,98.11,0.27,0.67,0.37,4.87,0.231,209.5,8.28,30.71,61.6,315.8,21.02,100.9
1089,98.44,0.29,0.92,0.13,0.13,0.44,214.8,7.09,19.77,66.4,239.9,23.46,82.7
1090,95.15,2.73,1.16,1.6,4.08,0.372,199.7,17.43,11.77,62.9,434.8,18.9,140.0
1091,96.14,0.49,1.31,1.34,1.49,0.519,168.7,14.22,37.43,21.2,300.8,20.24,89.1
1092,96.91,0.67,0.35,1.91,2.71,0.318,129.0,4.81,17.61,16.7,319.6,19.22,96.4
1093,95.87,0.32,1.24,0.33,3.12,0.378,203.0,4.72,26.06,69.7,297.2,18.8,97.1
1094,97.63,2.02,0.53,1.15,4.47,0.426,204.1,23.7,9.21,10.1,430.0,15.79,143.4
1095,97.46,0.51,0.11,0.92,3.53,0.118,164.7,22.04,41.59,55.7,330.0,19.26,106.9
1096,94.67,0.3,0.71,1.17,2.46,0.217,200.3,17.76,49.9,30.6,343.2,21.55,100.9
1097,95.92,1.43,1.35,1.6,0.56,0.424,182.5,9.81,24.92,43.2,346.0,19.29,115.4
1098,97.08,1.66,1.01,1.48,1.18,0.261,186.9,2.98,4.63,9.7,359.0,17.18,113.8
1099,96.88,2.6,1.02,0.18,2.28,0.221,148.8,12.14,24.47,26.9,382.6,16.69,132.9
1100,98.09,0.32,1.12,1.98,4.49,0.079,196.4,9.49,31.91,39.0,359.7,19.64,121.6
1101,94.47,0.22,0.63,0.44,1.2,0.442,169.6,15.34,46.87,51.4,272.7,19.58,89.9
1102,96.68,2.17,1.24,1.5,2.09,0.155,180.5,17.36,38.34,74.0,365.4,19.95,113.2
1103,98.85,0.69,0.93,1.54,4.7,0.34,127.4,10.22,3.79,66.3,317.9,17.69,96.4
1104,97.1,1.61,1.07,0.68,0.92,0.214,208.1,20.3,8.91,28.8,360.1,21.02,119.9
1105,97.32,1.77,0.7,1.66,4.1,0.142,146.8,17.3,38.22,66.6,383.3,20.36,122.9
1106,95.48,0.49,0.13,0.73,1.05,0.251,154.2,12.23,45.54,79.0,246.2,21.31,75.7
1107,98.71,2.5,0.29,0.02,0.74,0.301,170.0,5.62,25.1,29.7,327.7,19.55,102.6
1108,97.85,1.93,1.05,0.29,4.22,0.243,127.3,23.18,36.17,57.5,352.2,18.06,110.8
1109,94.92,1.93,0.58,2.0,0.54,0.565,201.2,19.28,10.83,9.0,410.3,18.66,123.8
1110,95.33,2.96,0.63,0.42,4.65,0.108,166.9,2.45,25.21,39.5,385.7,19.36,123.4
1111,94.34,1.48,0.85,0.84,3.71,0.175,132.7,2.93,36.72,31.9,361.4,19.85,109.6
1112,97.4,0.75,0.59,0.24,3.1,0.543,169.4,14.57,39.58,36.1,312.4,19.52,93.0
1113,94.68,0.47,0.57,1.1,2.72,0.151,159.2,11.91,24.24,61.9,314.3,20.9,109.7
1114,95.85,1.92,1.06,1.8,4.87,0.317,161.2,12.67,48.29,75.6,422.1,18.51,137.2
1115,94.51,2.96,1.01,1.32,1.33,0.541,151.6,13.1,41.33,55.4,386.3,19.7,126.5
1116,94.84,1.13,0.17,0.02,4.58,0.39,121.8,6.1,4.49,27.3,330.4,19.94,113.7
1117,96.12,0.96,1.05,1.98,0.2,0.288,176.8,22.52,48.68,33.3,345.6,22.24,118.7
1118,94.6,1.18,0.9,0.22,1.74,0.338,131.5,15.86,8.82,68.0,278.7,16.94,94.4
1119,95.87,1.66,1.39,0.94,2.51,0.448,163.8,7.32,12.02,17.8,359.4,18.12,120.9
1120,96.48,1.23,0.6,0.7,1.06,0.394,168.6,19.04,24.83,36.2,310.7,21.25,102.2
1121,98.72,0.23,1.27,1.89,0.87,0.382,155.0,22.88,48.15,66.3,290.5,20.76,79.7
1122,94.65,1.36,0.16,1.11,0.03,0.384,127.9,8.89,28.12,35.3,281.9,20.53,103.4
1123,98.38,1.21,0.25,0.88,3.63,0.178,123.3,5.79,18.95,42.2,319.3,21.28,103.6
1124,95.24,2.55,0.52,1.53,1.32,0.14,132.9,18.92,47.93,70.2,338.3,19.59,108.7
1125,98.31,0.66,0.98,1.9,0.28,0.368,164.9,5.21,40.13,56.6,293.1,22.65,85.6
1126,94.94,2.98,0.45,1.61,4.58,0.09,160.0,15.47,8.04,41.2,443.7,16.13,137.6
1127,96.78,0.57,1.06,0.93,3.0,0.213,217.6,18.78,11.35,8.2,368.9,17.89,111.6
1128,95.95,0.39,1.16,0.72,4.01,0.231,138.8,11.13,2.57,63.2,307.7,19.45,90.8
1129,98.94,2.45,0.28,0.12,4.93,0.493,196.1,16.76,37.84,75.6,386.3,17.4,114.9
1130,98.7,0.82,0.45,1.2,1.93,0.357,126.3,12.94,34.77,59.3,290.8,19.11,91.0
1131,98.37,0.46,0.74,0.11,0.81,0.533,212.1,11.87,46.9,26.6,291.6,18.22,102.2
1132,97.25,1.64,0.5,0.42,4.13,0.427,182.1,19.98,2.85,,381.3,17.89,114.2
1133,94.87,2.49,1.09,1.3,3.44,0.24,203.9,21.5,19.83,9.4,462.7,16.65,142.4
1134,94.64,0.91,1.46,1.32,1.09,0.28,162.1,22.91,1.58,12.6,343.4,17.72,107.2
1135,98.54,0.43,0.85,1.12,0.28,0.531,198.2,17.86,10.51,54.8,276.0,23.02,93.4
1136,98.4,0.33,1.39,0.6,4.98,0.316,152.9,19.7,36.85,5.0,393.5,17.99,118.0
1137,95.74,1.46,0.38,1.94,0.53,0.521,120.2,9.17,35.75,60.5,314.7,19.45,103.9
1138,94.29,0.69,0.55,1.35,2.0,0.29,171.3,21.33,37.07,36.0,352.6,18.35,111.6
1139,98.55,2.57,1.27,0.93,0.22,0.138,173.2,11.16,7.48,26.9,342.3,17.83,108.1
1140,98.93,2.04,0.23,1.77,1.21,0.293,139.8,20.76,34.33,11.1,384.7,16.42,128.1
1141,96.24,2.04,0.49,0.63,3.7,0.236,165.6,17.83,29.45,43.1,361.5,16.91,123.8
1142,94.28,2.48,1.16,0.59,2.2,0.251,213.4,4.72,30.44,67.8,347.7,14.24,110.8
1143,96.17,2.34,0.88,0.26,4.1,0.309,213.6,7.85,44.89,48.4,376.7,19.49,122.7
1144,97.25,1.47,1.28,1.64,2.8,0.255,128.6,2.33,18.86,34.8,335.2,21.57,111.5
1145,98.01,2.9,0.82,0.2,0.51,0.315,169.8,4.05,10.18,46.4,352.3,17.45,110.9
1146,95.62,2.02,1.27,0.94,1.76,0.106,143.4,9.13,30.63,19.4,368.8,18.66,123.3
1147,95.3,1.4,1.49,1.64,4.25,0.462,194.4,3.13,10.91,51.7,360.2,20.23,121.6
1148,94.95,2.07,0.3,0.12,0.65,0.23,159.8,9.2,23.5,50.7,310.7,19.71,91.4
1149,97.45,0.48,0.17,0.11,2.63,0.22,122.1,14.75,31.84,34.9,274.3,20.28,100.9
1150,98.51,2.61,1.42,0.12,3.55,0.32,196.8,17.17,31.0,20.0,426.5,15.56,139.9
1151,98.34,0.23,0.89,1.6,4.13,0.39,184.7,23.0,1.75,59.1,331.3,19.77,109.2
1152,96.84,0.99,1.02,1.75,2.9,0.093,151.3,7.82,43.84,21.6,371.3,16.19,112.0
1153,96.34,0.98,0.93,0.79,2.43,0.06,204.7,15.72,15.59,13.3,343.5,22.34,114.2
1154,97.12,2.17,1.33,0.25,2.35,0.581,125.4,7.45,2.17,11.1,346.1,18.54,116.2
1155,98.77,1.56,0.66,1.98,4.56,0.095,155.5,21.05,27.06,6.4,460.0,17.63,135.3
1156,97.93,0.91,0.32,0.54,1.02,0.235,153.6,4.47,24.32,41.8,266.6,22.74,91.0
1157,95.46,0.97,0.64,0.35,1.0,0.099,211.2,5.3,10.33,37.2,297.9,20.46,94.1
1158,94.56,0.45,0.24,1.56,4.31,0.549,195.2,12.6,26.72,29.6,359.4,19.8,119.1
1159,98.08,1.62,0.57,0.84,2.03,0.446,167.7,13.98,28.2,74.5,331.1,17.12,100.3
1160,96.9,0.83,0.96,1.99,0.09,0.138,154.6,12.92,23.34,41.1,292.5,19.47,91.2
1161,98.47,1.98,1.25,1.14,1.38,0.6,135.0,16.51,5.92,14.2,353.9,18.19,114.6
1162,98.83,2.02,1.45,0.19,2.74,0.402,153.9,23.15,15.02,43.0,354.9,16.67,112.8
1163,96.25,0.38,0.71,0.76,2.25,0.234,189.4,19.42,30.9,7.5,358.1,19.93,112.2
1164,95.68,1.03,0.18,1.51,2.03,0.396,143.3,17.2,35.55,28.2,331.9,20.67,102.3
1165,96.11,2.42,0.41,0.99,4.58,0.194,200.1,18.46,40.02,16.1,448.9,17.41,146.2
1166,97.54,0.93,0.87,0.25,1.34,0.081,192.0,22.8,9.42,33.9,316.1,17.38,110.2
1167,96.61,0.67,0.91,1.92,0.74,0.079,135.9,23.87,12.32,10.0,328.9,16.94,100.3
1168,97.79,1.93,0.75,0.39,3.89,0.185,153.8,15.4,27.37,40.8,385.1,18.74,115.6
1169,98.93,0.56,1.2,0.66,3.99,0.583,171.5,22.53,12.37,,356.2,19.94,109.3
1170,96.64,2.41,1.19,1.37,2.36,0.443,171.8,22.34,49.16,15.4,414.9,16.1,125.6
1171,98.81,2.07,0.84,0.61,1.05,0.246,212.0,19.42,36.06,9.6,376.2,16.6,120.7
1172,97.9,1.06,0.37,0.0,0.25,0.595,137.1,17.79,15.75,38.6,270.1,20.02,82.9
1173,94.76,0.53,0.72,0.12,1.7,0.204,207.9,22.0,44.13,36.1,313.3,20.77,91.1
1174,97.82,0.43,1.23,0.39,0.47,0.388,137.2,16.27,37.25,24.0,264.0,22.89,92.3
1175,97.94,2.4,0.51,0.37,3.2,0.208,123.9,10.84,32.06,68.6,348.2,16.25,121.4
1176,95.86,0.56,0.9,1.5,3.83,0.463,192.5,5.09,24.08,20.5,342.8,19.42,119.1
1177,98.55,1.99,1.46,1.93,2.38,0.474,175.4,16.04,13.8,76.6,386.9,19.31,120.5
1178,94.42,2.8,0.66,0.31,2.52,0.476,186.7,22.76,33.3,19.0,406.0,18.18,131.4
1179,97.95,2.68,0.66,1.17,2.72,0.427,131.8,22.97,49.22,6.3,458.8,16.86,149.9
1180,97.26,2.19,0.99,0.43,4.16,0.42,184.5,20.56,37.16,28.1,415.9,17.62,148.1
1181,96.66,0.56,0.7,0.11,1.05,0.549,180.6,4.36,38.88,42.2,272.2,20.02,87.0
1182,94.6,0.84,0.51,0.89,4.81,0.347,214.2,14.26,24.01,20.7,386.0,20.72,127.4
1183,98.94,2.86,1.27,0.82,2.08,0.327,172.1,22.2,1.69,66.9,377.0,19.37,128.7
1184,97.66,0.69,0.47,0.48,1.29,0.083,168.6,3.1,15.54,23.0,267.4,24.58,82.3
1185,97.89,0.3,1.02,1.87,1.93,0.513,127.2,22.24,40.69,46.5,288.6,19.34,100.1
1186,94.85,0.84,1.26,0.3,3.7,0.246,164.2,14.93,35.07,14.1,364.4,20.06,117.1
1187,98.48,0.65,0.29,1.67,3.69,0.113,173.2,11.34,23.65,49.6,307.9,22.33,93.6
1188,95.12,1.58,1.47,0.51,3.55,0.274,122.9,3.67,47.07,20.2,375.5,18.51,111.4
1189,96.78,2.81,0.68,0.15,3.29,0.352,219.9,11.88,24.59,31.0,404.0,18.4,141.4
1190,98.15,0.77,0.65,1.13,3.42,0.562,178.6,13.84,12.54,62.9,335.1,19.9,109.1
1191,96.88,2.72,0.19,0.08,1.13,0.42,201.1,12.82,12.47,55.4,331.2,19.53,106.0
1192,97.88,1.55,1.45,0.8,1.91,0.573,211.4,4.53,8.93,33.1,313.2,22.08,94.4
1193,94.78,2.64,1.25,0.97,0.17,0.289,145.0,9.4,22.34,21.5,360.6,19.58,113.5
1194,94.59,0.72,0.94,0.16,0.2,0.324,173.9,8.83,28.57,58.6,231.5,23.06,76.8
1195,94.64,0.96,0.32,0.1,4.11,0.4,136.2,2.7,25.66,11.5,343.8,17.68,96.0
1196,94.43,2.5,1.46,1.83,3.88,0.089,132.6,21.6,19.25,,480.4,15.47,156.9
1197,98.33,1.78,1.42,0.78,1.52,0.34,124.5,6.5,22.09,67.2,293.2,21.18,90.5
1198,97.68,2.33,1.27,1.37,2.99,0.49,156.4,3.67,8.5,,359.3,20.26,118.9
1199,95.14,2.93,1.23,0.75,0.25,0.491,126.8,13.82,7.78,61.3,309.9,17.9,100.4
1200,95.6,0.39,0.83,0.3,4.88,0.083,152.0,17.11,24.35,72.6,310.5,18.98,104.2
1201,94.82,1.82,1.23,0.56,2.73,0.303,202.2,7.38,35.89,77.9,355.3,16.97,113.1
1202,96.26,1.78,0.95,1.09,2.91,0.099,184.2,4.7,5.06,73.3,345.1,18.65,101.0
1203,95.17,1.28,1.19,1.76,1.18,0.288,130.8,17.18,11.54,34.9,321.6,18.01,87.4
1204,98.21,0.46,0.95,1.9,0.17,0.099,146.1,23.16,12.87,61.7,291.5,22.18,93.0
1205,94.64,1.92,0.81,1.16,4.83,0.077,212.4,22.74,43.86,66.3,437.8,17.25,144.1
1206,95.82,0.72,0.12,1.08,2.22,0.345,205.5,14.72,9.19,48.6,291.8,19.11,93.1
1207,94.51,2.43,0.5,1.99,2.05,0.333,218.4,13.25,44.86,52.1,381.5,18.41,125.7
1208,96.05,2.25,0.94,1.2,0.05,0.122,173.6,10.14,46.19,57.7,348.1,19.5,105.0
1209,95.94,1.19,0.31,1.15,3.08,0.086,193.6,2.43,29.82,23.9,341.5,19.26,96.3
1210,95.75,1.15,1.13,1.97,2.67,0.539,202.9,6.72,19.16,14.1,357.3,21.28,105.2
1211,95.43,0.78,0.82,0.25,1.45,0.346,184.3,11.2,34.38,55.6,288.4,22.43,99.3
1212,94.43,2.62,1.18,1.69,0.2,0.221,186.9,14.61,3.04,79.2,361.3,20.51,114.0
1213,94.94,0.61,1.02,1.86,0.11,0.17,179.3,12.86,42.5,59.8,281.1,22.32,95.1
1214,95.37,2.99,1.48,1.89,0.77,0.509,162.5,5.61,42.49,13.6,392.9,18.44,130.4
1215,95.73,1.41,0.89,0.12,2.3,0.328,215.9,18.26,41.15,77.0,319.5,20.12,94.2
